HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A
Sheffield United,West Ham,1,0,1.95,3.4,4
Crystal Palace,Arsenal,1,1,4.1,3.9,1.8
Chelsea,Burnley,3,0,1.28,5.5,11
Everton,Brighton,1,0,1.85,3.8,4
Leicester,Southampton,1,2,1.6,4,5.5
Man United,Norwich,4,0,1.33,5.25,8.5
Wolves,Newcastle,1,1,1.44,4.5,7.5
Tottenham,Liverpool,0,1,4.5,4.33,1.66
Bournemouth,Watford,0,3,2.6,3.3,2.7
Aston Villa,Man City,1,6,13,8.5,1.16
Watford,Tottenham,0,0,3.25,3.5,2.2
Arsenal,Sheffield United,1,1,1.83,3.6,4.33
Brighton,Aston Villa,1,1,1.66,4,5
Man City,Crystal Palace,2,2,1.1,11,19
Norwich,Bournemouth,1,0,2.2,3.5,3.25
Southampton,Wolves,2,3,2.4,3.4,3
West Ham,Everton,1,1,2.9,3.5,2.37
Newcastle,Chelsea,1,0,6,4.5,1.5
Burnley,Leicester,2,1,4.33,3.75,1.83
Liverpool,Man United,2,0,1.36,5.25,8
Aston Villa,Watford,2,1,2.8,3.5,2.45
Bournemouth,Brighton,3,1,2.87,3.4,2.45
Crystal Palace,Southampton,0,2,2.7,3.25,2.7
Everton,Newcastle,2,2,1.55,4.1,6
Sheffield United,Man City,0,1,7,5,1.4
Chelsea,Arsenal,2,2,1.72,3.9,4.5
Leicester,West Ham,4,1,1.53,4.33,6
Tottenham,Norwich,2,1,1.4,5,7.5
Man United,Burnley,0,2,1.36,4.75,9
Wolves,Liverpool,1,2,5.75,3.8,1.61
West Ham,Liverpool,0,2,8.5,5.5,1.33
Leicester,Chelsea,2,2,2.5,3.6,2.7
Bournemouth,Aston Villa,2,1,2.1,3.6,3.3
Crystal Palace,Sheffield United,0,1,3.1,3.1,2.5
Liverpool,Southampton,4,0,1.25,6,12
Newcastle,Norwich,0,0,2.2,3.4,3.3
Watford,Everton,2,3,2.75,3.3,2.62
West Ham,Brighton,3,3,2.6,3.3,2.75
Man United,Wolves,0,0,2.25,3.25,3.4
Burnley,Arsenal,0,0,3.6,3.6,2
Tottenham,Man City,2,0,5.5,4.6,1.53
Everton,Crystal Palace,3,1,1.61,3.8,6
Brighton,Watford,1,1,2.1,3.4,3.6
Sheffield United,Bournemouth,2,1,1.66,3.6,5.75
Wolves,Leicester,0,0,2.5,3.3,2.87
Southampton,Burnley,1,2,1.75,3.8,4.75
Norwich,Liverpool,0,1,11,6.25,1.25
Aston Villa,Tottenham,2,3,4,3.8,1.85
Arsenal,Newcastle,4,0,1.4,4.75,8
Chelsea,Man United,0,2,1.85,3.5,4.5
Man City,West Ham,2,0,1.12,9.5,17
Chelsea,Tottenham,2,1,1.72,4,4.5
Burnley,Bournemouth,3,0,2.1,3.3,3.7
Crystal Palace,Newcastle,1,0,1.95,3.4,4.2
Sheffield United,Brighton,1,1,1.95,3.4,4.2
Southampton,Aston Villa,2,0,1.61,4.33,5
Leicester,Man City,0,1,4.5,4.2,1.7
Man United,Watford,3,0,1.6,3.9,6
Wolves,Norwich,3,0,1.5,4.2,7
Arsenal,Everton,3,2,2,3.6,3.7
Liverpool,West Ham,3,2,1.16,8,15
Norwich,Leicester,1,0,4.33,4.1,1.72
Brighton,Crystal Palace,0,1,2.05,3.25,3.9
Bournemouth,Chelsea,2,2,4.75,3.8,1.72
Newcastle,Burnley,0,0,2.62,3.1,2.9
West Ham,Southampton,3,1,2.65,3.6,2.5
Watford,Liverpool,3,0,8,4.75,1.4
Everton,Man United,1,1,2.5,3.25,2.9
Tottenham,Wolves,2,3,2.45,3.2,3
Liverpool,Bournemouth,2,1,1.22,6.5,13
Arsenal,West Ham,1,0,1.57,4.4,5.5
Crystal Palace,Watford,1,0,2.55,3.2,2.9
Sheffield United,Norwich,1,0,1.65,3.75,5.75
Southampton,Newcastle,0,1,1.61,4.1,5.25
Wolves,Brighton,0,0,1.61,3.9,5.75
Burnley,Tottenham,1,1,2.7,3.3,2.62
Chelsea,Everton,4,0,1.8,3.9,4.2
Man United,Man City,2,0,5,4.33,1.6
Leicester,Aston Villa,4,0,1.36,5.25,8
Aston Villa,Sheffield United,0,0,3.2,3.4,2.25
Man City,Arsenal,3,0,1.36,5.25,7.5
Norwich,Southampton,0,3,2.8,3.5,2.45
Tottenham,Man United,1,1,3,3.4,2.37
Watford,Leicester,1,1,3.6,3.5,2.05
Brighton,Arsenal,2,1,3.1,3.25,2.37
West Ham,Wolves,0,2,3.6,3.4,2.1
Bournemouth,Crystal Palace,0,2,2.45,3.2,3
Newcastle,Sheffield United,3,0,3.3,3.1,2.37
Aston Villa,Chelsea,1,2,6,4.5,1.5
Everton,Liverpool,0,0,6,4.2,1.55
Man City,Burnley,5,0,1.12,9,15
Leicester,Brighton,0,0,1.6,4,5.75
Tottenham,West Ham,2,0,1.66,4,5
Man United,Sheffield United,3,0,1.4,4.5,8.5
Newcastle,Aston Villa,1,1,2.3,3.3,3.2
Norwich,Everton,0,1,3.9,3.6,1.9
Wolves,Bournemouth,1,0,1.55,4,6
Liverpool,Crystal Palace,4,0,1.22,6.5,13
Burnley,Watford,1,0,3,3.25,2.45
Southampton,Arsenal,0,2,2.6,3.5,2.62
Chelsea,Man City,2,1,4,4,1.8
Aston Villa,Wolves,0,1,4.6,3.7,1.75
Watford,Southampton,1,3,2.5,3.3,2.87
Crystal Palace,Burnley,0,1,2.25,3.2,3.4
Brighton,Man United,0,3,6,3.8,1.61
Arsenal,Norwich,4,0,1.44,4.75,7
Bournemouth,Newcastle,1,4,2.4,3.1,3.2
Everton,Leicester,2,1,2.5,3.3,2.9
West Ham,Chelsea,3,2,5.5,4.33,1.57
Sheffield United,Tottenham,3,1,4.2,3.4,1.95
Man City,Liverpool,4,0,2.05,3.9,3.3
Norwich,Brighton,0,1,3.3,3.4,2.2
Leicester,Crystal Palace,3,0,1.66,3.6,5.75
Man United,Bournemouth,5,2,1.16,7.5,17
Wolves,Arsenal,0,2,2.25,3.4,3.25
Chelsea,Watford,3,0,1.4,4.75,8
Burnley,Sheffield United,1,1,2.9,3,2.7
Newcastle,West Ham,2,2,2.6,3.3,2.75
Liverpool,Aston Villa,2,0,1.33,5.5,8.5
Southampton,Man City,1,0,8.5,6,1.3
Tottenham,Everton,1,0,2.1,3.5,3.4
Crystal Palace,Chelsea,2,3,8.5,4.5,1.4
Watford,Norwich,2,1,1.7,3.75,5
Arsenal,Leicester,1,1,2.3,3.5,3
Man City,Newcastle,5,0,1.12,9,21
Sheffield United,Wolves,1,0,3.8,3.2,2.1
West Ham,Burnley,0,1,2,3.4,3.9
Brighton,Liverpool,1,3,6,4.33,1.53
Bournemouth,Tottenham,0,0,5.25,3.8,1.66
Everton,Southampton,1,1,2.05,3.5,3.6
Aston Villa,Man United,0,3,9,5.25,1.33
Norwich,West Ham,0,4,3.75,3.75,1.95
Watford,Newcastle,2,1,1.8,3.6,4.5
Liverpool,Burnley,1,1,1.22,6.5,12
Sheffield United,Chelsea,3,0,6,3.8,1.6
Brighton,Man City,0,5,10,5.5,1.28
Wolves,Everton,3,0,2.05,3.3,3.8
Aston Villa,Crystal Palace,2,0,2.25,3.3,3.3
Tottenham,Arsenal,2,1,2.62,3.4,2.7
Bournemouth,Leicester,4,1,5.25,3.8,1.66
Man United,Southampton,2,2,1.3,5.5,10
Chelsea,Norwich,1,0,1.12,9.5,17
Burnley,Wolves,1,1,4.5,3.3,1.9
Man City,Bournemouth,2,1,1.14,8.5,17
Newcastle,Tottenham,1,3,4.6,3.8,1.75
Arsenal,Liverpool,2,1,3.8,3.8,1.9
Everton,Aston Villa,1,1,2,3.5,3.75
Leicester,Sheffield United,2,0,2.05,3.25,3.9
Crystal Palace,Man United,0,2,9.5,4.75,1.36
Southampton,Brighton,1,1,2.15,3.3,3.5
West Ham,Watford,3,1,2.4,3,3.3
Norwich,Burnley,0,2,3.2,3.4,2.25
Bournemouth,Southampton,0,2,2.4,3.6,2.8
Tottenham,Leicester,3,0,2.25,3.3,3.25
Brighton,Newcastle,0,0,1.9,3.4,4.33
Sheffield United,Everton,0,1,2.2,3.25,3.5
Wolves,Crystal Palace,2,0,1.5,4,7.5
Watford,Man City,0,4,8.5,5.5,1.33
Aston Villa,Arsenal,1,0,3.3,3.6,2.1
Man United,West Ham,1,1,1.22,6.5,11
Liverpool,Chelsea,5,3,2,3.75,3.5
Arsenal,Watford,3,2,1.9,3.8,3.8
Burnley,Brighton,1,2,2.37,3.4,3
Chelsea,Wolves,2,0,1.85,3.8,4
Crystal Palace,Tottenham,1,1,6,4.2,1.55
Everton,Bournemouth,1,3,2.25,3.7,3
Leicester,Man United,0,2,3.25,3.5,2.2
Man City,Norwich,5,0,1.08,11,26
Newcastle,Liverpool,1,3,7.5,5.25,1.36
Southampton,Sheffield United,3,1,2.15,3.5,3.3
West Ham,Aston Villa,1,1,3,3.6,2.3
Bayern Munich,Hertha,2,2,1.14,8,15
Dortmund,Augsburg,5,1,1.2,7,13
Freiburg,Mainz,3,0,2.25,3.25,3.4
Leverkusen,Paderborn,3,2,1.25,6,12
Werder Bremen,Fortuna Dusseldorf,1,3,1.75,3.75,4.75
Wolfsburg,FC Koln,2,1,1.95,3.5,4
M'gladbach,Schalke 04,0,0,2,3.5,3.75
Ein Frankfurt,Hoffenheim,1,0,2.25,3.6,3
Union Berlin,RB Leipzig,0,4,5,3.8,1.7
FC Koln,Dortmund,1,3,6.5,4.75,1.44
Augsburg,Union Berlin,1,1,2.2,3.4,3.3
Fortuna Dusseldorf,Leverkusen,1,3,4.75,4,1.7
Hoffenheim,Werder Bremen,3,2,1.85,3.6,4.2
Mainz,M'gladbach,1,3,2.9,3.4,2.4
Paderborn,Freiburg,1,3,2.37,3.5,2.9
Schalke 04,Bayern Munich,0,3,9,4.75,1.36
RB Leipzig,Ein Frankfurt,2,1,1.5,4.5,6
Hertha,Wolfsburg,0,3,2.4,3.4,2.9
M'gladbach,RB Leipzig,1,3,3.2,4,2.05
Bayern Munich,Mainz,6,1,1.08,11,26
Freiburg,FC Koln,1,2,2.37,3.5,3
Leverkusen,Hoffenheim,0,0,1.53,4.75,5.25
Schalke 04,Hertha,3,0,2.1,3.6,3.4
Wolfsburg,Paderborn,1,1,1.44,5,6
Union Berlin,Dortmund,3,1,10,5.75,1.28
Werder Bremen,Augsburg,3,2,1.72,4,4.5
Ein Frankfurt,Fortuna Dusseldorf,2,1,1.66,4,4.75
Fortuna Dusseldorf,Wolfsburg,1,1,3.1,3.5,2.25
Augsburg,Ein Frankfurt,2,1,3.5,3.6,2.05
Dortmund,Leverkusen,4,0,1.8,4,4
FC Koln,M'gladbach,0,1,2.5,3.5,2.7
Mainz,Hertha,2,1,2.3,3.4,3.1
Union Berlin,Werder Bremen,1,2,2.87,3.5,2.4
RB Leipzig,Bayern Munich,1,1,3.8,4,1.85
Hoffenheim,Freiburg,0,3,1.7,4.2,4.5
Paderborn,Schalke 04,1,5,3.1,3.5,2.25
Schalke 04,Mainz,2,1,1.61,4.2,5
Bayern Munich,FC Koln,4,0,1.11,10,21
Freiburg,Augsburg,1,1,1.9,3.75,3.8
Hertha,Paderborn,2,1,1.7,4,4.75
Leverkusen,Union Berlin,2,0,1.36,5.5,7.5
Werder Bremen,RB Leipzig,0,3,4.2,4.2,1.72
M'gladbach,Fortuna Dusseldorf,2,1,1.66,4,5
Ein Frankfurt,Dortmund,2,2,4.33,4,1.75
Wolfsburg,Hoffenheim,1,1,1.95,3.75,3.75
Union Berlin,Ein Frankfurt,1,2,3,3.5,2.3
Augsburg,Leverkusen,0,3,5,4.5,1.6
Hoffenheim,M'gladbach,0,3,2.5,3.5,2.75
Mainz,Wolfsburg,0,1,2.9,3.5,2.37
Paderborn,Bayern Munich,2,3,15,10,1.14
RB Leipzig,Schalke 04,1,3,1.53,4.33,6
Dortmund,Werder Bremen,2,2,1.25,6.5,11
Fortuna Dusseldorf,Freiburg,1,2,2.37,3.4,2.87
FC Koln,Hertha,0,4,2.15,3.6,3.3
Hertha,Fortuna Dusseldorf,3,1,1.65,4,4.75
Bayern Munich,Hoffenheim,1,2,1.11,9,26
Freiburg,Dortmund,2,2,5.75,4.2,1.57
Leverkusen,RB Leipzig,1,1,2.25,3.5,3.1
Paderborn,Mainz,1,2,2.5,3.5,2.8
Schalke 04,FC Koln,1,1,1.57,4.33,5.5
M'gladbach,Augsburg,5,1,1.5,4.33,6.5
Wolfsburg,Union Berlin,1,0,1.66,4,5
Ein Frankfurt,Werder Bremen,2,2,2.1,3.6,3.4
Ein Frankfurt,Leverkusen,3,0,2.75,3.9,2.3
Augsburg,Bayern Munich,2,2,15,8,1.16
Fortuna Dusseldorf,Mainz,1,0,2.55,3.4,2.62
RB Leipzig,Wolfsburg,1,1,1.53,4.5,5.75
Union Berlin,Freiburg,2,0,2.5,3.5,2.7
Werder Bremen,Hertha,1,1,2.1,3.75,3.2
Dortmund,M'gladbach,1,0,1.44,5,6.5
FC Koln,Paderborn,3,0,1.65,4.5,4.33
Hoffenheim,Schalke 04,2,0,2.75,3.4,2.55
Mainz,FC Koln,3,1,2.5,3.6,2.62
Bayern Munich,Union Berlin,2,1,1.09,12,19
Freiburg,RB Leipzig,2,1,4,3.8,1.85
Hertha,Hoffenheim,2,3,2.05,3.6,3.6
Paderborn,Fortuna Dusseldorf,2,0,2.37,3.75,2.7
Schalke 04,Dortmund,0,0,3.1,3.6,2.2
Leverkusen,Werder Bremen,2,2,1.57,4.33,5.5
Wolfsburg,Augsburg,0,0,1.57,4.33,5.5
M'gladbach,Ein Frankfurt,4,2,1.83,4,3.75
Hoffenheim,Paderborn,3,0,1.4,4.75,7
Dortmund,Wolfsburg,3,0,1.5,4.5,6.5
Ein Frankfurt,Bayern Munich,5,1,6.5,5.25,1.4
Leverkusen,M'gladbach,1,2,1.95,3.9,3.5
RB Leipzig,Mainz,8,0,1.33,5.25,8
Werder Bremen,Freiburg,2,2,1.85,3.8,3.8
Union Berlin,Hertha,1,0,2.87,3.3,2.5
Fortuna Dusseldorf,FC Koln,2,0,2.8,3.4,2.5
Augsburg,Schalke 04,2,3,4,3.6,1.85
FC Koln,Hoffenheim,1,2,2.5,3.6,2.7
Hertha,RB Leipzig,2,4,4.2,4,1.8
Mainz,Union Berlin,2,3,2.15,3.4,3.5
Paderborn,Augsburg,0,1,2.62,3.75,2.5
Schalke 04,Fortuna Dusseldorf,3,3,1.5,4.2,7
Bayern Munich,Dortmund,4,0,1.53,4.75,5.5
M'gladbach,Werder Bremen,3,1,1.72,4.1,4.33
Wolfsburg,Leverkusen,0,2,2.87,3.6,2.37
Freiburg,Ein Frankfurt,1,0,2.7,3.6,2.5
Dortmund,Paderborn,3,3,1.14,9,15
Ein Frankfurt,Wolfsburg,0,2,2,3.6,3.6
Fortuna Dusseldorf,Bayern Munich,0,4,13,8,1.18
Leverkusen,Freiburg,1,1,1.45,4.75,6.5
Union Berlin,M'gladbach,2,0,3.6,3.6,2.05
Werder Bremen,Schalke 04,1,2,2.45,3.5,2.8
RB Leipzig,FC Koln,4,1,1.33,5.75,7.5
Augsburg,Hertha,4,0,2.62,3.5,2.62
Hoffenheim,Mainz,1,5,1.65,4.33,4.75
Schalke 04,Union Berlin,2,1,1.66,4,4.75
FC Koln,Augsburg,1,1,1.95,4,3.5
Hertha,Dortmund,1,2,4,4,1.8
Hoffenheim,Fortuna Dusseldorf,1,1,1.7,3.8,5
Paderborn,RB Leipzig,2,3,6.5,5.5,1.36
Bayern Munich,Leverkusen,1,2,1.28,6,8.5
M'gladbach,Freiburg,4,2,1.53,4.2,6
Wolfsburg,Werder Bremen,2,3,2.15,3.75,3
Mainz,Ein Frankfurt,2,1,2.8,3.75,2.37
Ein Frankfurt,Hertha,2,2,1.8,3.9,4.2
Augsburg,Mainz,2,1,2.2,3.6,3.1
Dortmund,Fortuna Dusseldorf,5,0,1.33,5.5,8.5
Freiburg,Wolfsburg,1,0,2.9,3.5,2.4
M'gladbach,Bayern Munich,2,1,5.25,4.5,1.57
RB Leipzig,Hoffenheim,3,1,1.44,4.75,6.5
Leverkusen,Schalke 04,2,1,1.95,3.75,3.75
Union Berlin,FC Koln,2,0,2.15,3.5,3.3
Werder Bremen,Paderborn,0,1,1.53,4.5,5.75
Hoffenheim,Augsburg,2,4,1.8,4,4.2
Bayern Munich,Werder Bremen,6,1,1.14,9,15
FC Koln,Leverkusen,2,0,4.2,3.9,1.8
Hertha,Freiburg,1,0,2,3.6,3.6
Mainz,Dortmund,0,4,5,4.33,1.6
Paderborn,Union Berlin,1,1,2.8,3.75,2.37
Fortuna Dusseldorf,RB Leipzig,0,3,7,4.75,1.44
Wolfsburg,M'gladbach,2,1,2.7,3.4,2.6
Schalke 04,Ein Frankfurt,1,0,1.9,3.75,3.6
Werder Bremen,Mainz,0,5,1.75,4.2,4.2
Augsburg,Fortuna Dusseldorf,3,0,1.75,4.2,4.2
Dortmund,RB Leipzig,3,3,2.1,3.8,3.2
Union Berlin,Hoffenheim,0,2,2.37,3.5,2.9
Leverkusen,Hertha,0,1,1.5,4.33,6.5
Ein Frankfurt,FC Koln,2,4,1.75,3.8,4.75
Freiburg,Bayern Munich,1,3,10,7.5,1.22
M'gladbach,Paderborn,2,0,1.33,6,7.5
Wolfsburg,Schalke 04,1,1,2.3,3.4,3.1
Hoffenheim,Dortmund,2,1,3.6,4,1.9
Bayern Munich,Wolfsburg,2,0,1.14,8.5,17
FC Koln,Werder Bremen,1,0,2.05,3.75,3.4
Mainz,Leverkusen,0,1,3.8,4,1.83
RB Leipzig,Augsburg,3,1,1.25,6.5,11
Schalke 04,Freiburg,2,2,1.65,3.8,5.5
Hertha,M'gladbach,0,0,3.1,3.7,2.2
Fortuna Dusseldorf,Union Berlin,2,1,2.75,3.25,2.62
Paderborn,Ein Frankfurt,2,1,3.4,4,2
Schalke 04,M'gladbach,2,0,2.62,3.6,2.55
Augsburg,Dortmund,3,5,4.75,4.33,1.65
FC Koln,Wolfsburg,3,1,2.75,3.4,2.55
Fortuna Dusseldorf,Werder Bremen,0,1,2.75,3.5,2.5
Hoffenheim,Ein Frankfurt,1,2,2.4,3.6,2.8
Mainz,Freiburg,1,2,2.2,3.4,3.25
RB Leipzig,Union Berlin,3,1,1.25,6,11
Hertha,Bayern Munich,0,4,10,5.75,1.3
Paderborn,Leverkusen,1,4,5,4.5,1.6
Dortmund,FC Koln,5,1,1.28,6,9
Ein Frankfurt,RB Leipzig,2,0,4,4.33,1.75
Freiburg,Paderborn,0,2,1.75,4.2,4.2
M'gladbach,Mainz,3,1,1.5,4.5,6.5
Union Berlin,Augsburg,2,0,2.05,3.6,3.4
Wolfsburg,Hertha,1,2,1.8,3.75,4.33
Bayern Munich,Schalke 04,5,0,1.16,8.5,13
Werder Bremen,Hoffenheim,0,3,2.37,3.6,2.8
Leverkusen,Fortuna Dusseldorf,3,0,1.36,5.25,7
Hertha,Schalke 04,0,0,2.7,3.4,2.6
Augsburg,Werder Bremen,2,1,2.05,3.7,3.4
Dortmund,Union Berlin,5,0,1.22,6.5,11
Fortuna Dusseldorf,Ein Frankfurt,1,1,3.5,3.6,2.05
Hoffenheim,Leverkusen,2,1,3.2,3.8,2.1
Mainz,Bayern Munich,1,3,12,7.5,1.2
RB Leipzig,M'gladbach,2,2,1.5,4.5,5.75
FC Koln,Freiburg,4,0,2.05,3.6,3.5
Paderborn,Wolfsburg,2,4,3.8,4,1.85
Ein Frankfurt,Augsburg,5,0,1.9,3.75,3.8
Freiburg,Hoffenheim,1,0,2.5,3.6,2.62
Hertha,Mainz,1,3,2,3.5,3.75
Schalke 04,Paderborn,1,1,1.5,4.33,6.5
Werder Bremen,Union Berlin,0,2,2.05,3.5,3.6
Wolfsburg,Fortuna Dusseldorf,1,1,1.53,4.2,5.75
Leverkusen,Dortmund,4,3,3.1,3.9,2.1
Bayern Munich,RB Leipzig,0,0,1.4,5.5,6.5
Dortmund,Ein Frankfurt,4,0,1.4,5.5,6.5
Augsburg,Freiburg,1,1,2,3.6,3.6
Hoffenheim,Wolfsburg,2,3,2.37,3.6,2.87
Paderborn,Hertha,1,2,2.75,3.5,2.45
RB Leipzig,Werder Bremen,3,0,1.2,7,10
Union Berlin,Leverkusen,2,3,4,3.6,1.9
Fortuna Dusseldorf,M'gladbach,1,4,4.2,4,1.8
FC Koln,Bayern Munich,1,4,12,7.5,1.2
Mainz,Schalke 04,0,0,2.8,3.4,2.5
Bayern Munich,Paderborn,3,2,1.05,13,34
Freiburg,Fortuna Dusseldorf,0,2,1.9,3.8,4
Hertha,FC Koln,0,5,2.4,3.4,2.87
M'gladbach,Hoffenheim,1,1,1.61,4,5.25
Werder Bremen,Dortmund,0,2,6.5,5.5,1.4
Schalke 04,RB Leipzig,0,5,4,4.2,1.75
Leverkusen,Augsburg,2,0,1.5,4.5,6
Wolfsburg,Mainz,4,0,1.72,3.8,4.75
Ein Frankfurt,Union Berlin,1,2,1.9,3.6,4
Fortuna Dusseldorf,Hertha,3,3,2.37,3.3,3
Augsburg,M'gladbach,2,3,3.4,3.8,2.05
Dortmund,Freiburg,1,0,1.2,7,13
Hoffenheim,Bayern Munich,0,6,7,5.75,1.36
Mainz,Paderborn,2,0,1.83,4,4
FC Koln,Schalke 04,3,0,2.2,3.6,3.1
Union Berlin,Wolfsburg,2,2,2.62,3.2,2.7
RB Leipzig,Leverkusen,1,1,1.44,5,6.5
Paderborn,FC Koln,1,2,3,4,2.1
Freiburg,Union Berlin,3,1,2.3,3.4,3.1
Hertha,Werder Bremen,2,2,2.1,3.5,3.4
Leverkusen,Ein Frankfurt,4,0,1.65,4.2,5
Schalke 04,Hoffenheim,1,1,2.2,3.6,3.2
Wolfsburg,RB Leipzig,0,0,3.8,3.8,1.9
M'gladbach,Dortmund,1,2,3.1,3.9,2.15
Bayern Munich,Augsburg,2,0,1.11,10,21
Mainz,Fortuna Dusseldorf,1,1,1.9,3.75,3.8
M'gladbach,FC Koln,2,1,1.72,4,4.2
Augsburg,Wolfsburg,1,2,3.4,3.5,2.1
Dortmund,Schalke 04,4,0,1.5,4.33,6
Fortuna Dusseldorf,Paderborn,0,0,2.1,3.6,3.25
Hoffenheim,Hertha,0,3,2.1,3.6,3.2
RB Leipzig,Freiburg,1,1,1.3,5.5,9
Ein Frankfurt,M'gladbach,1,3,2.9,3.6,2.25
FC Koln,Mainz,2,2,1.85,3.9,3.9
Union Berlin,Bayern Munich,0,2,15,7,1.18
Werder Bremen,Leverkusen,1,4,4.75,4,1.66
Hertha,Union Berlin,4,0,2.3,3.4,3
Freiburg,Werder Bremen,0,1,2.15,3.75,3
M'gladbach,Leverkusen,1,3,2.3,3.75,2.75
Paderborn,Hoffenheim,1,1,3.1,3.8,2.1
Wolfsburg,Dortmund,0,2,4.2,4,1.72
Bayern Munich,Ein Frankfurt,5,2,1.16,7.5,13
Schalke 04,Augsburg,0,3,2,3.5,3.6
Mainz,RB Leipzig,0,5,6.5,4.5,1.44
FC Koln,Fortuna Dusseldorf,2,2,1.72,4,4.2
Dortmund,Bayern Munich,0,1,3.6,4.33,1.85
Ein Frankfurt,Freiburg,3,3,1.95,3.75,3.5
Leverkusen,Wolfsburg,1,4,1.72,4.2,4.33
Werder Bremen,M'gladbach,0,0,4.33,4,1.72
RB Leipzig,Hertha,2,2,1.3,5.5,6
Augsburg,Paderborn,0,0,1.9,3.75,3.8
Fortuna Dusseldorf,Schalke 04,2,1,2.6,3.4,2.7
Hoffenheim,FC Koln,3,1,2.3,3.6,2.8
Union Berlin,Mainz,1,1,2.2,3.5,3.1
Freiburg,Leverkusen,0,1,4.75,4.2,1.66
Hertha,Augsburg,2,0,1.9,3.75,3.75
Mainz,Hoffenheim,0,1,2.75,3.75,2.37
Schalke 04,Werder Bremen,0,1,2.5,3.4,2.8
Wolfsburg,Ein Frankfurt,1,2,1.95,3.75,3.75
Bayern Munich,Fortuna Dusseldorf,5,0,1.08,13,19
M'gladbach,Union Berlin,4,1,1.5,4.5,6
Paderborn,Dortmund,1,6,8.5,5.5,1.33
FC Koln,RB Leipzig,2,4,5.5,4.6,1.53
Werder Bremen,Ein Frankfurt,0,3,2.75,3.4,2.55
Freiburg,M'gladbach,1,0,4.5,4,1.72
Ein Frankfurt,Mainz,0,2,2,3.75,3.5
Fortuna Dusseldorf,Hoffenheim,2,2,2.75,3.6,2.4
Leverkusen,Bayern Munich,2,4,6,4.75,1.44
RB Leipzig,Paderborn,1,1,1.14,8,15
Dortmund,Hertha,1,0,1.33,5.5,7.5
Werder Bremen,Wolfsburg,0,1,3.6,3.5,2.05
Union Berlin,Schalke 04,1,1,2.37,3.25,3
Augsburg,FC Koln,1,1,2.7,3.5,2.45
Hoffenheim,RB Leipzig,0,2,6.5,5.25,1.4
FC Koln,Union Berlin,1,2,2,3.4,3.75
Fortuna Dusseldorf,Dortmund,0,1,7,5.25,1.36
Hertha,Ein Frankfurt,1,4,2,3.75,3.4
Paderborn,Werder Bremen,1,5,3,3.75,2.15
Wolfsburg,Freiburg,2,2,1.7,3.8,4.75
Bayern Munich,M'gladbach,2,1,1.36,5.25,7.5
Mainz,Augsburg,0,1,2.25,3.4,3.1
Schalke 04,Leverkusen,1,1,5.75,4.33,1.53
M'gladbach,Wolfsburg,3,0,2.1,3.75,3.25
Freiburg,Hertha,2,1,2.62,3.6,2.55
Union Berlin,Paderborn,1,0,1.65,4.2,5
Werder Bremen,Bayern Munich,0,1,13,7.5,1.16
Ein Frankfurt,Schalke 04,2,1,1.7,4.2,4.5
Augsburg,Hoffenheim,1,3,2.7,3.6,2.5
Dortmund,Mainz,0,2,1.25,6.5,10
Leverkusen,FC Koln,3,1,1.44,4.75,6.5
RB Leipzig,Fortuna Dusseldorf,2,2,1.22,6,12
Bayern Munich,Freiburg,3,1,1.25,6,10
FC Koln,Ein Frankfurt,1,1,2.7,3.8,2.37
Fortuna Dusseldorf,Augsburg,1,1,1.95,3.75,3.75
Hertha,Leverkusen,2,0,5.25,4.33,1.57
Hoffenheim,Union Berlin,4,0,1.57,4.2,5.5
Mainz,Werder Bremen,3,1,2.6,3.5,2.62
Paderborn,M'gladbach,1,3,9.5,6.5,1.25
RB Leipzig,Dortmund,0,2,2.25,3.8,2.9
Schalke 04,Wolfsburg,1,4,5.25,4,1.61
Augsburg,RB Leipzig,1,2,7,5.75,1.36
Dortmund,Hoffenheim,0,4,1.7,4.5,4.1
Ein Frankfurt,Paderborn,3,2,1.3,5.75,9
Freiburg,Schalke 04,4,0,1.8,4,4.2
Leverkusen,Mainz,1,0,1.25,6.5,10
M'gladbach,Hertha,2,1,1.33,5.75,8
Union Berlin,Fortuna Dusseldorf,3,0,4,3.6,1.9
Werder Bremen,FC Koln,6,1,1.57,4.2,5.25
Wolfsburg,Bayern Munich,0,4,4.33,4.33,1.7
Ath Bilbao,Barcelona,1,0,5.25,3.8,1.65
Celta,Real Madrid,1,3,4.75,4.2,1.65
Valencia,Sociedad,1,1,1.66,3.75,5.5
Mallorca,Eibar,2,1,2.8,3.2,2.6
Leganes,Osasuna,0,1,2,3.2,4.2
Villarreal,Granada,4,4,1.6,3.8,6.5
Alaves,Levante,1,0,2.15,3.2,3.6
Espanol,Sevilla,0,2,3.2,3.3,2.3
Betis,Valladolid,1,2,1.66,3.75,5.5
Ath Madrid,Getafe,1,0,1.44,4.33,8
Granada,Sevilla,0,1,3.6,3.6,1.95
Levante,Villarreal,2,1,2.55,3.4,2.62
Osasuna,Eibar,0,0,2.5,3.2,2.9
Real Madrid,Valladolid,1,1,1.2,6.5,13
Celta,Valencia,1,0,3.1,3.4,2.25
Getafe,Ath Bilbao,1,1,2.6,3,2.9
Alaves,Espanol,0,0,2.45,3.2,3
Mallorca,Sociedad,0,1,3.1,3.1,2.4
