HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A
Paris SG,Strasbourg,4,0,1.28,5.75,9
Brest,Nice,2,0,2.15,3.75,3
Lorient,Monaco,2,5,4.33,4,1.72
Metz,Bordeaux,0,0,2.62,3,2.87
Nantes,Rennes,0,0,3.75,3.4,2
Strasbourg,Nimes,5,0,1.53,3.8,6
Lille,Angers,1,2,1.57,3.6,6.5
Lyon,Lens,3,2,1.4,5,6.5
Marseille,Montpellier,3,1,2.1,3.25,3.6
Reims,Dijon,0,0,1.8,3.5,4.5
St Etienne,Paris SG,1,1,8,5,1.36
Bordeaux,Lorient,2,1,2,3.4,3.8
Dijon,Marseille,0,0,4.2,3.5,1.85
Lens,Strasbourg,0,1,2.25,3.3,3.2
Metz,Nice,1,1,2.55,3.2,2.9
Monaco,Angers,3,0,1.7,3.75,5
Montpellier,Nantes,1,1,1.95,3.6,3.75
Nimes,Lille,0,1,8,4.2,1.44
Paris SG,Brest,3,0,1.14,8.5,17
Reims,St Etienne,3,1,2.87,3,2.7
Rennes,Lyon,2,2,3.3,3.6,2.1
Montpellier,Monaco,2,3,3.4,3.75,2.1
Marseille,Nimes,1,2,1.4,4.75,7.5
Angers,Paris SG,0,1,9,5,1.33
Brest,Rennes,1,2,3.4,3.4,2.15
Nantes,Lens,1,1,2.62,3.2,2.87
Nice,Bordeaux,0,3,2.3,3.3,3.2
Strasbourg,St Etienne,1,0,1.95,3.3,4.2
Lille,Reims,2,1,1.6,4,6
Lyon,Metz,0,1,1.28,5.75,11
Marseille,Lens,0,1,2,3.4,3.8
Paris SG,Montpellier,4,0,1.14,8,17
Lens,Nice,0,1,2.05,3.2,4
Monaco,Marseille,3,1,1.72,4,4.5
Bordeaux,Angers,2,1,2.37,3.1,3.25
Dijon,Strasbourg,1,1,3.75,3.5,2
Metz,Nantes,2,0,2.37,3.1,3.25
Reims,Brest,1,0,2.37,3.5,2.9
Rennes,Lille,0,1,2.8,3,2.75
St Etienne,Lyon,0,5,8,4.75,1.4
Lorient,Dijon,3,2,2.25,3.1,3.4
Lyon,Bordeaux,2,1,1.28,5.75,9
Montpellier,Lens,1,2,2.8,3.3,2.5
Nice,St Etienne,0,1,2.15,3.4,3.4
Angers,Nimes,3,1,1.66,3.75,5.5
Brest,Metz,2,4,2.1,3.4,3.5
Lorient,Paris SG,3,2,13,8.5,1.14
Strasbourg,Reims,0,1,2,3.3,3.8
Lille,Dijon,1,0,1.36,4.75,10
Nantes,Monaco,1,2,4.33,4,1.75
Bordeaux,Lille,0,3,4,3.2,2.05
Metz,Montpellier,1,1,2.55,3.2,2.9
Reims,Angers,0,0,2.6,3,3
Rennes,Lorient,1,1,1.57,4.2,5.5
Strasbourg,Brest,2,2,2.15,3.4,3.4
Dijon,Lyon,0,1,9,5.25,1.33
Lens,Marseille,2,2,2.37,3.25,3.1
Monaco,Nice,2,1,1.45,4.75,6.5
Paris SG,Nimes,3,0,1.05,15,23
St Etienne,Nantes,1,1,2.05,3.2,4
Lorient,Reims,1,0,2.5,3.2,2.9
Lyon,Strasbourg,3,0,1.45,4.5,7
Lens,Rennes,0,0,2.7,3.2,2.7
Brest,Bordeaux,2,1,2.5,3.25,2.9
Montpellier,Dijon,4,2,1.66,4,5
Nice,Angers,3,0,2.7,3.2,2.7
Nimes,Monaco,3,4,7,5,1.4
St Etienne,Metz,1,0,2.05,3.25,3.8
Nantes,Lille,0,2,4.5,3.5,1.8
Marseille,Paris SG,0,2,7.5,5,1.4
Paris SG,Nice,2,1,1.16,8,13
Reims,Lens,1,1,3,3,2.55
Lyon,Montpellier,1,2,1.36,5,8.5
Monaco,Lorient,2,2,1.36,5,8
Angers,Nantes,1,3,2.25,3,3.6
Dijon,Nimes,0,2,2.45,3.4,2.8
Metz,Strasbourg,1,2,3,3.1,2.5
Rennes,St Etienne,0,2,1.85,3.4,4.33
Lille,Brest,0,0,1.5,4,7
Bordeaux,Marseille,0,0,2.6,3.3,2.75
Marseille,Nice,3,2,2.25,3.4,3.2
Brest,Lyon,2,3,6,4.5,1.5
St Etienne,Reims,1,1,2.15,3,3.9
Nantes,Marseille,1,1,2.8,3.2,2.5
Montpellier,Rennes,2,1,2.87,3.3,2.45
Lens,Dijon,2,1,1.5,4.2,6.5
Nice,Metz,1,2,2.37,3.3,3.1
Nimes,Bordeaux,2,0,3.1,3.4,2.3
Strasbourg,Angers,0,0,2.25,3.2,3.4
Lorient,Lille,1,4,4.2,3.4,1.95
Paris SG,Monaco,0,2,1.61,4.33,4.75
Nimes,Lorient,1,0,2.8,3.4,2.37
Rennes,Nice,1,2,1.83,3.4,4.75
Bordeaux,Metz,1,2,2.37,3.1,3.1
Dijon,Paris SG,0,4,15,7,1.18
Monaco,Brest,2,0,1.44,4.75,6.5
Angers,Lens,2,2,2.87,3,2.7
Lorient,St Etienne,2,1,3,3.2,2.45
Nimes,Nantes,1,1,3.2,3.3,2.3
Reims,Montpellier,0,0,2.8,3.1,2.7
Lille,Strasbourg,1,1,1.75,3.6,4.75
Marseille,Lyon,1,1,5,4,1.65
Brest,Dijon,3,1,1.7,4.2,4.75
Lyon,Rennes,1,0,1.57,4,6
Metz,Angers,0,1,2.4,3.1,3.1
Nice,Nimes,2,1,1.7,3.8,5
St Etienne,Lens,2,3,2.8,3.3,2.55
Bordeaux,Paris SG,0,1,7.5,4.75,1.4
Lille,Marseille,2,0,1.72,3.5,5.5
Montpellier,Lorient,1,1,2,3.4,3.8
Nantes,Reims,1,2,2.45,3,3.2
Strasbourg,Monaco,1,0,4,3.6,1.9
Marseille,Rennes,1,0,2.9,3,2.62
Reims,Lyon,1,1,7.5,4.5,1.4
Angers,St Etienne,0,1,2.5,3.2,3
Marseille,Brest,3,1,2,3.25,4.2
Nimes,Montpellier,1,1,3.25,3.6,2.15
Dijon,Bordeaux,1,3,3.6,3.5,2.05
Lens,Metz,2,2,1.85,3.4,4.5
Lorient,Nice,1,1,2.55,3.2,2.87
Rennes,Strasbourg,1,0,2.1,3.3,3.6
Monaco,Lille,0,0,2.4,3.2,3.1
Paris SG,Nantes,1,2,1.18,7,17
St Etienne,Monaco,0,4,4.5,3.6,1.75
Metz,Rennes,1,3,3.3,3.2,2.3
Nice,Marseille,3,0,3,3.3,2.4
Strasbourg,Lens,1,2,2.62,3.4,2.6
Brest,Angers,0,0,2.5,3.25,2.9
Dijon,Reims,0,1,3.6,3.3,2.1
Montpellier,Bordeaux,3,1,2.1,3.2,3.75
Nantes,Lorient,1,1,2.3,3.1,3.3
Lille,Nimes,1,2,1.3,5,11
Lyon,Paris SG,2,4,2.9,3.75,2.25
Monaco,Metz,4,0,1.44,4.5,7
Paris SG,Lille,0,1,1.72,3.8,4.75
Lens,Lyon,1,1,4,4,1.83
Angers,Montpellier,1,1,2.62,3.2,2.75
Bordeaux,Strasbourg,2,3,2.7,3.2,2.6
Lorient,Brest,1,0,2.3,3.5,3
Nantes,Nice,1,2,2.37,3.3,2.87
Reims,Rennes,2,2,3.8,3.2,2.1
Nimes,St Etienne,0,2,3.25,3.4,2.15
Marseille,Dijon,2,0,1.5,4,7.5
Metz,Lille,0,2,6,3.7,1.61
Strasbourg,Paris SG,1,4,4.33,4,1.75
Montpellier,Marseille,3,3,2.55,3.4,2.62
Rennes,Nantes,1,0,1.8,3.6,4.5
Brest,Nimes,1,1,2.05,3.5,3.6
Lens,Lorient,4,1,2,3.5,3.8
Nice,Reims,0,0,2.2,3.2,3.5
St Etienne,Bordeaux,4,1,2.3,3,3.5
Monaco,Dijon,3,0,1.18,7,15
Lyon,Angers,3,0,1.36,5,8.5
Lille,Montpellier,1,1,1.61,3.9,5.5
Angers,Rennes,0,3,3.6,3.3,2.1
Marseille,Lorient,3,2,2.1,3.4,3.5
Paris SG,St Etienne,3,2,1.3,5.5,10
Brest,Lens,1,1,2.87,3.3,2.5
Dijon,Nice,2,0,4.75,3.75,1.75
Nimes,Strasbourg,1,1,3.4,3.5,2.05
Reims,Metz,0,0,2.37,3.1,3.2
Bordeaux,Monaco,0,3,5.5,3.75,1.66
Nantes,Lyon,1,2,6.5,4.2,1.5
Reims,Marseille,1,3,3.75,3.4,2
St Etienne,Brest,1,2,2,3.6,3.6
Metz,Paris SG,1,3,11,5.5,1.28
Nice,Montpellier,3,1,2.75,3.4,2.5
Lens,Nimes,2,1,1.66,3.75,5.25
Lorient,Bordeaux,4,1,2.1,3.4,3.5
Rennes,Dijon,5,1,1.3,5.25,10
Strasbourg,Nantes,1,2,2.2,3.1,3.6
Angers,Monaco,0,1,6.5,4.5,1.45
Lyon,Lille,2,3,2,3.5,3.6
Marseille,Strasbourg,1,1,1.85,3.6,4.2
Paris SG,Lens,2,1,1.33,5.5,7.5
Lille,Nice,2,0,1.4,4.5,8
Bordeaux,Rennes,1,0,4.75,3.75,1.75
Brest,Nantes,1,4,2.7,3.25,2.62
Dijon,Metz,1,5,3.75,3.3,2.05
Lorient,Angers,2,0,1.83,3.6,4.33
Nimes,Reims,2,2,2.25,3.3,3.2
Montpellier,St Etienne,1,2,2.37,3.4,3
Monaco,Lyon,2,3,2.3,3.6,2.9
Lens,Lille,0,3,4.2,3.4,1.9
Nantes,Bordeaux,3,0,2,3.5,3.8
Lyon,Lorient,4,1,1.4,5,7
St Etienne,Marseille,1,0,3.4,3.5,2.1
Angers,Dijon,3,0,1.83,3.6,4.33
Metz,Nimes,0,3,2.8,3.4,2.5
Nice,Brest,3,2,2.4,3.4,2.9
Strasbourg,Montpellier,2,3,1.66,4.2,4.5
Reims,Monaco,0,1,8,4.75,1.4
Rennes,Paris SG,1,1,5.5,4,1.61
Bordeaux,Lens,3,0,3.75,3.6,1.95
Dijon,Nantes,0,4,8,4.75,1.4
Lille,St Etienne,0,0,1.33,5,9.5
Lorient,Metz,2,1,1.6,4,5.5
Marseille,Angers,3,2,1.45,4.2,8
Monaco,Rennes,2,1,1.65,4,4.75
Montpellier,Brest,0,0,2.25,3.75,2.87
Nice,Strasbourg,0,2,3.6,3.6,2
Nimes,Lyon,2,5,7.5,5.5,1.36
Paris SG,Reims,4,0,1.1,10,23
Angers,Lille,1,2,10,4.75,1.33
Brest,Paris SG,0,2,12,6.5,1.25
Lens,Monaco,0,0,5.25,4.33,1.57
Lyon,Nice,2,3,1.25,6,12
Metz,Marseille,1,1,3.6,3.6,2
Nantes,Montpellier,1,2,1.45,4.5,7
Reims,Bordeaux,1,2,2.55,2.87,3.25
Rennes,Nimes,2,0,1.3,5.75,9
St Etienne,Dijon,0,1,1.3,5.5,10
Strasbourg,Lorient,1,1,2.6,2,4.33
Brentford,Arsenal,2,0,4,3.4,1.95
Man United,Leeds,5,1,1.53,4.5,5.75
Burnley,Brighton,1,2,3.1,3.1,2.45
Chelsea,Crystal Palace,3,0,1.25,5.75,13
Everton,Southampton,3,1,1.9,3.5,4
Leicester,Wolves,1,0,1.66,3.8,5.25
Watford,Aston Villa,3,2,3.1,3.2,2.37
Norwich,Liverpool,0,3,9,5.75,1.3
Newcastle,West Ham,2,4,3.2,3.5,2.2
Tottenham,Man City,1,0,5.5,4.2,1.6
Liverpool,Burnley,2,0,1.18,7.5,13
Aston Villa,Newcastle,2,0,1.8,3.75,4.33
Crystal Palace,Brentford,0,0,2.55,3.2,2.87
Leeds,Everton,2,2,2.37,3.4,3
Man City,Norwich,5,0,1.08,11,26
Brighton,Watford,2,0,1.7,3.5,5.75
Southampton,Man United,1,1,5.5,4.2,1.57
Wolves,Tottenham,0,1,3.2,3.2,2.35
Arsenal,Chelsea,0,2,4.75,3.75,1.72
West Ham,Leicester,4,1,2.5,3.5,2.75
Man City,Arsenal,5,0,1.25,6,12
Aston Villa,Brentford,1,1,1.95,3.6,3.8
Brighton,Everton,0,2,2.3,3.2,3.3
Newcastle,Southampton,2,2,2.5,3.4,2.8
Norwich,Leicester,1,2,4.5,3.5,1.85
West Ham,Crystal Palace,2,2,1.55,4,6.5
Liverpool,Chelsea,1,1,2.45,3.3,2.9
Burnley,Leeds,1,1,3.1,3.5,2.25
Tottenham,Watford,1,0,1.36,4.75,9
Wolves,Man United,0,1,5,3.5,1.75
Crystal Palace,Tottenham,3,0,4.2,3.5,1.9
Arsenal,Norwich,1,0,1.5,4.6,6
Brentford,Brighton,0,1,2.8,3.2,2.62
Leicester,Man City,0,1,6,4,1.57
Man United,Newcastle,4,1,1.18,7.5,15
Southampton,West Ham,0,0,2.9,3.5,2.4
Watford,Wolves,0,2,3.4,3.2,2.25
Chelsea,Aston Villa,3,0,1.28,5.5,11
Leeds,Liverpool,0,3,4.33,4,1.75
Everton,Burnley,3,1,1.7,3.75,5
Newcastle,Leeds,1,1,3,3.6,2.3
Wolves,Brentford,0,2,1.83,3.25,5
Burnley,Arsenal,0,1,3.8,3.6,1.95
Liverpool,Crystal Palace,3,0,1.2,7,13
Man City,Southampton,0,0,1.12,9.5,17
Norwich,Watford,1,3,2.15,3.3,3.5
Aston Villa,Everton,3,0,2.4,3.3,3
Brighton,Leicester,2,1,2.7,3.2,2.75
West Ham,Man United,1,2,4.33,4,1.75
Tottenham,Chelsea,0,3,5,3.8,1.7
Chelsea,Man City,0,1,2.62,3.2,2.75
Man United,Aston Villa,0,1,1.36,5.25,8
Everton,Norwich,2,0,1.61,3.8,5.75
Leeds,West Ham,1,2,3,3.6,2.25
Leicester,Burnley,2,2,1.57,4,6
Watford,Newcastle,1,1,2.2,3.4,3.3
Brentford,Liverpool,3,3,7,4.5,1.45
Southampton,Wolves,0,1,2.62,3.2,2.8
Arsenal,Tottenham,3,1,2.15,3.3,3.5
Crystal Palace,Brighton,1,1,3.1,3.2,2.45
Man United,Everton,1,1,1.45,4.33,7.5
Burnley,Norwich,0,0,1.85,3.6,4.33
Chelsea,Southampton,3,1,1.36,4.75,9
Leeds,Watford,1,0,1.7,4,4.75
Wolves,Newcastle,2,1,1.61,4.2,5.25
Brighton,Arsenal,0,0,3,3.25,2.4
Crystal Palace,Leicester,2,2,3.1,3.4,2.3
Tottenham,Aston Villa,2,1,2.1,3.6,3.4
West Ham,Brentford,1,2,1.75,3.75,4.75
Liverpool,Man City,2,2,2.87,3.5,2.4
Watford,Liverpool,0,5,8.5,5.5,1.33
Aston Villa,Wolves,2,3,2.15,3.25,3.5
Leicester,Man United,4,2,3.5,3.6,2.05
Man City,Burnley,2,0,1.12,9,19
Norwich,Brighton,0,0,3.6,3.4,2.1
Southampton,Leeds,1,0,2.3,3.5,3
Brentford,Chelsea,0,1,6.5,3.8,1.57
Everton,West Ham,0,1,2.5,3.4,2.8
Newcastle,Tottenham,2,3,3.5,3.6,2.05
Arsenal,Crystal Palace,2,2,1.6,3.8,6
Arsenal,Aston Villa,3,1,1.83,3.75,4.2
Chelsea,Norwich,7,0,1.18,7,15
Crystal Palace,Newcastle,1,1,1.9,3.6,4
Everton,Watford,2,5,1.65,3.8,5.5
Leeds,Wolves,1,1,2.4,3.4,2.87
Southampton,Burnley,2,2,1.95,3.5,3.9
Brighton,Man City,1,4,8,4.75,1.4
Brentford,Leicester,1,2,2.62,3.3,2.7
West Ham,Tottenham,1,0,2.3,3.5,3
Man United,Liverpool,0,5,3.1,3.6,2.2
Leicester,Arsenal,0,2,2.4,3.5,2.87
Burnley,Brentford,3,1,2.6,3.3,2.75
Liverpool,Brighton,2,2,1.22,6.5,13
Man City,Crystal Palace,0,2,1.14,8,19
Newcastle,Chelsea,0,3,8.5,5,1.36
Watford,Southampton,0,1,3.2,3.3,2.3
Tottenham,Man United,0,3,2.87,3.6,2.37
Norwich,Leeds,1,2,3.4,3.5,2.1
Aston Villa,West Ham,1,4,2.8,3.5,2.45
Wolves,Everton,2,1,2.2,3.2,3.5
Southampton,Aston Villa,1,0,1.95,3.6,3.75
Man United,Man City,0,2,4.75,4,1.7
Brentford,Norwich,1,2,1.6,4,5.75
Chelsea,Burnley,1,1,1.25,6,12
Crystal Palace,Wolves,2,0,2.45,3.2,3
Brighton,Newcastle,1,1,1.57,3.9,6
Arsenal,Watford,1,0,1.36,4.75,8.5
Everton,Tottenham,0,0,3.1,3.25,2.37
Leeds,Leicester,1,1,2.8,3.5,2.45
West Ham,Liverpool,3,2,4.75,4,1.7
Leicester,Chelsea,0,3,4.75,3.75,1.75
Aston Villa,Brighton,2,0,2.45,3.3,2.9
Burnley,Crystal Palace,3,3,2.7,3.2,2.7
Newcastle,Brentford,3,3,2.62,3.4,2.7
Norwich,Southampton,2,1,3.6,3.5,2.05
Watford,Man United,4,1,6.5,4.75,1.45
Wolves,West Ham,1,0,3,3.25,2.4
Liverpool,Arsenal,4,0,1.45,4.75,6.5
Man City,Everton,3,0,1.14,8,19
Tottenham,Leeds,2,1,1.7,4.2,4.5
Arsenal,Newcastle,2,0,1.44,4.75,7
Crystal Palace,Aston Villa,1,2,2.2,3.4,3.3
Liverpool,Southampton,4,0,1.28,6,9
Norwich,Wolves,0,0,3.5,3.3,2.15
Brighton,Leeds,0,0,2.05,3.4,3.75
Brentford,Everton,1,0,2.25,3.2,3.4
Leicester,Watford,4,2,1.61,4,5.5
Man City,West Ham,2,1,1.28,5.75,10
Chelsea,Man United,1,1,1.57,4,6
Newcastle,Norwich,1,1,1.95,3.5,3.9
Leeds,Crystal Palace,1,0,2.4,3.3,3
Southampton,Leicester,2,2,2.37,3.5,2.87
Watford,Chelsea,1,2,10,5.25,1.3
West Ham,Brighton,1,1,1.95,3.6,3.8
Wolves,Burnley,0,0,1.85,3.5,4.33
Aston Villa,Man City,1,2,9,5.25,1.33
Everton,Liverpool,1,4,7.5,5.25,1.36
Tottenham,Brentford,2,0,1.6,4.2,5.25
Man United,Arsenal,3,2,1.95,3.75,3.75
West Ham,Chelsea,3,2,4.75,3.6,1.75
Newcastle,Burnley,1,0,2.3,3.3,3.2
Southampton,Brighton,1,1,2.45,3.2,3
Wolves,Liverpool,0,1,8,4.75,1.4
Watford,Man City,1,3,12,7,1.2
Leeds,Brentford,2,2,1.95,3.6,3.8
Man United,Crystal Palace,1,0,1.5,4.33,6.5
Tottenham,Norwich,3,0,1.36,5,8.5
Aston Villa,Leicester,2,1,2.37,3.4,3
Everton,Arsenal,2,1,3.4,3.5,2.1
Brentford,Watford,2,1,2.25,3.3,3.3
Man City,Wolves,1,0,1.14,8,19
Arsenal,Southampton,3,0,1.61,4,5.5
Chelsea,Leeds,3,2,1.25,5.75,12
Liverpool,Aston Villa,1,0,1.2,7,13
Norwich,Man United,0,1,7,4.5,1.45
Burnley,West Ham,0,0,3.6,3.6,2
Leicester,Newcastle,4,0,1.66,4.1,4.75
Crystal Palace,Everton,3,1,2.3,3.2,3.3
Norwich,Aston Villa,0,2,3.3,3.3,2.25
Man City,Leeds,7,0,1.14,8.5,15
Brighton,Wolves,0,1,2.25,3.1,3.5
Crystal Palace,Southampton,2,2,2.15,3.3,3.5
Arsenal,West Ham,2,0,2.1,3.6,3.3
Chelsea,Everton,1,1,1.22,6.5,13
Liverpool,Newcastle,3,1,1.12,9,19
Leeds,Arsenal,1,4,3.9,3.8,1.83
Newcastle,Man City,0,4,13,7.5,1.18
Wolves,Chelsea,0,0,7,4.2,1.5
Tottenham,Liverpool,2,2,5.25,4.75,1.53
Man City,Leicester,6,3,1.18,7.5,13
Norwich,Arsenal,0,5,8,4.75,1.4
Tottenham,Crystal Palace,3,0,1.72,3.8,4.75
West Ham,Southampton,2,3,1.8,3.9,4.2
Aston Villa,Chelsea,1,3,5.25,3.8,1.65
Brighton,Brentford,2,0,1.9,3.4,4.2
Newcastle,Man United,1,1,6.5,4.75,1.44
Crystal Palace,Norwich,3,0,1.65,3.75,5.5
Southampton,Tottenham,1,1,3.75,3.5,2
Watford,West Ham,1,4,3.4,3.6,2.1
Leicester,Liverpool,1,0,8,5.5,1.33
Chelsea,Brighton,1,1,1.4,4.5,7.5
Brentford,Man City,0,1,19,8,1.14
Man United,Burnley,3,1,1.36,5,9
Arsenal,Man City,1,2,5.75,4.75,1.5
Watford,Tottenham,0,1,5,4.2,1.61
Crystal Palace,West Ham,2,3,3.1,3.4,2.3
Brentford,Aston Villa,2,1,3,3.3,2.4
Everton,Brighton,2,3,2.75,3.2,2.62
Leeds,Burnley,3,1,2.05,3.5,3.5
Chelsea,Liverpool,2,2,3.1,3.5,2.25
Man United,Wolves,0,1,1.53,4.33,6
Southampton,Brentford,4,1,2.05,3.4,3.6
West Ham,Norwich,2,0,1.28,5.5,10
Brighton,Crystal Palace,1,1,2.05,3.3,3.8
Man City,Chelsea,1,0,1.65,4,5
Newcastle,Watford,1,1,2,3.6,3.6
Norwich,Everton,2,1,3.75,3.5,2
Wolves,Southampton,3,1,2.25,3.2,3.4
Aston Villa,Man United,2,2,2.87,3.5,2.4
Liverpool,Brentford,3,0,1.3,5.5,10
West Ham,Leeds,2,3,1.61,4.2,5
Brighton,Chelsea,1,1,4.75,3.75,1.72
Leicester,Tottenham,2,3,3,3.5,2.3
Brentford,Man United,1,3,4.5,3.7,1.8
Watford,Norwich,0,3,2,3.5,3.75
Everton,Aston Villa,0,1,2.75,3.25,2.62
Brentford,Wolves,1,2,3.2,2.8,2.6
Leeds,Newcastle,0,1,2,3.5,3.75
Man United,West Ham,1,0,1.85,3.8,4
Southampton,Man City,1,1,10,6.5,1.25
Arsenal,Burnley,0,0,1.36,4.75,9
Crystal Palace,Liverpool,1,3,6,4.2,1.53
Leicester,Brighton,1,1,2.5,3.25,2.9
Chelsea,Tottenham,2,0,1.61,4.2,5
Burnley,Watford,0,0,2.2,3.25,3.5
Newcastle,Everton,3,1,2.5,3.25,2.87
West Ham,Watford,1,0,1.55,4.2,5.75
Burnley,Man United,1,1,5.5,4,1.61
Man City,Brentford,2,0,1.1,9.5,23
Norwich,Crystal Palace,1,1,3.5,3.25,2.15
Tottenham,Southampton,2,3,1.6,4,5.5
Aston Villa,Leeds,3,3,1.8,3.8,4.2
Liverpool,Leicester,2,0,1.25,6.5,10
Wolves,Arsenal,0,1,3.5,3.2,2.2
Man United,Southampton,1,1,1.6,4,5.5
Brentford,Crystal Palace,0,0,2.55,3.1,3
Everton,Leeds,3,0,2.25,3.5,3
Watford,Brighton,0,2,3.5,3.3,2.05
Norwich,Man City,0,4,15,8,1.16
Burnley,Liverpool,0,1,10,5.25,1.28
Newcastle,Aston Villa,1,0,2.7,3.3,2.62
Tottenham,Wolves,0,2,1.7,3.6,5.5
Leicester,West Ham,2,2,2.9,3.5,2.3
Man United,Brighton,2,0,1.72,3.75,4.75
West Ham,Newcastle,1,1,1.7,4,4.75
Arsenal,Brentford,2,1,1.44,4.2,8
Aston Villa,Watford,0,1,1.65,3.6,5.75
Brighton,Burnley,0,3,1.66,3.5,6
Crystal Palace,Chelsea,0,1,5.5,3.8,1.65
Liverpool,Norwich,3,1,1.1,9,23
Southampton,Everton,2,0,2.1,3.5,3.5
Man City,Tottenham,2,3,1.28,6,10
Leeds,Man United,2,4,3.9,3.8,1.85
Wolves,Leicester,2,1,2.25,3.3,3.25
Burnley,Tottenham,1,0,4.6,3.8,1.75
Watford,Crystal Palace,1,4,3.1,3.3,2.3
Liverpool,Leeds,6,0,1.16,8,15
Arsenal,Wolves,2,1,1.65,3.8,5.5
Southampton,Norwich,2,0,1.53,4.33,6
Leeds,Tottenham,0,4,4.2,3.6,1.85
Brentford,Newcastle,0,2,2.5,3.2,3
Crystal Palace,Burnley,1,1,1.9,3.6,4
Man United,Watford,0,0,1.3,5.5,9.5
Brighton,Aston Villa,0,2,2.2,3.3,3.5
Everton,Man City,0,1,10,5.75,1.28
West Ham,Wolves,1,0,2.05,3.3,3.8
Burnley,Leicester,0,2,2.9,3.4,2.4
Leicester,Leeds,1,0,1.75,4,4.2
Aston Villa,Southampton,4,0,2.3,3.5,3
Burnley,Chelsea,0,4,6.5,4.33,1.5
Newcastle,Brighton,2,1,2.75,3.2,2.62
Norwich,Brentford,1,3,2.9,3.1,2.5
Wolves,Crystal Palace,0,2,2.3,3.1,3.4
Liverpool,West Ham,1,0,1.28,5.75,9.5
Watford,Arsenal,2,3,6,4,1.57
Man City,Man United,4,1,1.4,4.75,7.5
Tottenham,Everton,5,0,1.57,3.8,5.75
Norwich,Chelsea,1,3,11,4.75,1.3
Southampton,Newcastle,1,2,2,3.75,3.5
Wolves,Watford,4,0,1.75,3.6,4.5
Leeds,Aston Villa,0,3,2.7,3.5,2.5
Brighton,Liverpool,0,2,6,4.33,1.5
Brentford,Burnley,2,0,2.15,3.2,3.6
Man United,Tottenham,3,2,2.2,3.4,3.25
Chelsea,Newcastle,1,0,1.3,5.25,11
Everton,Wolves,0,1,2.3,3.2,3.3
Leeds,Norwich,2,1,1.55,4.2,5.75
Southampton,Watford,1,2,1.6,4.2,5.25
West Ham,Aston Villa,2,1,2.25,3.3,3.3
Arsenal,Leicester,2,0,1.5,4.5,6
Crystal Palace,Man City,0,0,10,5,1.33
Brighton,Tottenham,0,2,3.3,3.3,2.25
Arsenal,Liverpool,0,2,3.5,4,1.9
Everton,Newcastle,1,0,2.4,3.25,3.1
Wolves,Leeds,2,3,2.1,3.5,3.4
Aston Villa,Arsenal,0,1,3,3.3,2.4
Leicester,Brentford,2,1,2.15,3.4,3.4
Tottenham,West Ham,3,1,1.72,3.8,4.75
Liverpool,Watford,2,0,1.12,9.5,17
Brighton,Norwich,0,0,1.5,4,7
Burnley,Man City,0,2,15,6.5,1.2
Chelsea,Brentford,1,4,1.33,5,10
Leeds,Southampton,1,1,2.37,3.75,2.75
Wolves,Aston Villa,2,1,3,3.1,2.55
Man United,Leicester,1,1,1.5,4.5,6
West Ham,Everton,2,1,1.75,3.8,4.5
Tottenham,Newcastle,5,1,1.5,4.33,6.5
Crystal Palace,Arsenal,3,0,4,3.4,1.95
Burnley,Everton,3,2,2.62,3.1,2.87
Newcastle,Wolves,1,0,2.25,3.1,3.4
Everton,Man United,1,0,4.6,3.75,1.75
Arsenal,Brighton,1,2,1.61,3.8,5.75
Southampton,Chelsea,0,6,3.8,3.6,1.95
Watford,Leeds,0,3,2.7,3.4,2.55
Aston Villa,Tottenham,0,4,3.2,3.4,2.25
Brentford,West Ham,2,0,2.62,3.3,2.62
Leicester,Crystal Palace,2,1,2.37,3.3,2.9
Norwich,Burnley,2,0,2.87,3.2,2.55
Man City,Liverpool,2,2,2,3.75,3.5
Tottenham,Brighton,0,1,1.53,4,6.5
Man United,Norwich,3,2,1.25,6.5,10
Southampton,Arsenal,1,0,3.8,3.6,1.95
Watford,Brentford,1,2,2.7,3.3,2.55
Newcastle,Leicester,2,1,2.2,3.4,3.3
West Ham,Burnley,1,1,1.7,3.8,5
Liverpool,Man United,4,0,1.4,5,7
Chelsea,Arsenal,2,4,1.83,3.6,4.33
Everton,Leicester,1,1,2.25,3.4,3.25
Newcastle,Crystal Palace,1,0,2.25,3.4,3.25
Man City,Brighton,3,0,1.16,7,17
Burnley,Southampton,2,0,2.75,3.25,2.62
Arsenal,Man United,3,1,2.05,3.5,3.5
Leicester,Aston Villa,0,0,2.8,3.4,2.5
Man City,Watford,5,1,1.1,10,26
Norwich,Newcastle,0,3,3.5,3.3,2.15
Brentford,Tottenham,0,0,4.33,3.5,1.85
Brighton,Southampton,2,2,2.1,3.4,3.6
Burnley,Wolves,1,0,2.7,3,2.87
Chelsea,West Ham,1,0,1.5,4.33,6.5
Liverpool,Everton,2,0,1.18,7,15
Crystal Palace,Leeds,0,0,2.05,3.5,3.5
Man United,Chelsea,1,1,3.2,3.4,2.25
Newcastle,Liverpool,0,1,8.5,5,1.36
Aston Villa,Norwich,2,0,1.4,4.5,9
Southampton,Crystal Palace,1,2,2.4,3.3,3.1
Watford,Burnley,1,2,2.6,3.3,2.75
Wolves,Brighton,0,3,2.7,3.2,2.75
Leeds,Man City,0,4,8.5,6,1.3
Everton,Chelsea,1,0,5,3.6,1.75
