HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,B365O25,B365U25
Bologna,Benevento,3,0,1.7,3.6,5.5,,
Cagliari,Milan,1,2,3.75,3.39,2.04,,
Inter,Roma,1,1,2.39,3.5,2.89,,
Lazio,Chievo,5,1,1.25,6.25,12,,
Sampdoria,Fiorentina,3,1,3,3.39,2.37,,
Sassuolo,Torino,1,1,2.62,3.25,2.75,,
Udinese,Spal,1,1,1.75,3.39,5.5,,
Verona,Crotone,0,3,2.1,3.25,3.75,,
Juventus,Genoa,1,0,1.19,6.5,17,,
Lazio,Udinese,3,0,1.5,4.33,6.5,,
Sampdoria,Roma,1,1,4,3.6,1.9,,
Chievo,Juventus,0,2,10,5,1.33,,
Sassuolo,Atalanta,0,3,3.39,3.29,2.2,,
Crotone,Cagliari,1,1,2.39,3.1,3.2,,
Fiorentina,Verona,1,4,1.28,5.5,11,,
Genoa,Udinese,0,1,2.14,3.1,3.79,,
Milan,Lazio,2,1,2.39,3.5,2.89,,
Napoli,Bologna,3,1,1.18,7.5,15,,
Roma,Sampdoria,0,1,1.39,5,7.5,,
Spal,Inter,1,1,5.5,3.79,1.66,,
Torino,Benevento,3,0,1.44,4.75,7,,
Inter,Crotone,1,1,1.3,5.25,11,,
Sampdoria,Torino,1,1,2.39,3.39,2.89,,
Atalanta,Chievo,1,0,1.36,4.75,9.5,,
Benevento,Napoli,0,2,17,7,1.18,,
Bologna,Fiorentina,1,2,3.39,3.29,2.2,,
Cagliari,Spal,2,0,2.14,3.25,3.6,,
Juventus,Sassuolo,7,0,1.22,6,15,,
Udinese,Milan,1,1,3.39,3.29,2.2,,
Verona,Roma,0,1,7,4.5,1.44,,
Lazio,Genoa,1,2,1.5,4.2,7,,
Fiorentina,Juventus,0,2,4.5,3.5,1.85,,
Crotone,Atalanta,1,1,4.5,3.5,1.85,,
Napoli,Lazio,4,1,1.61,4.33,5,,
Spal,Milan,0,4,4.5,3.6,1.83,,
Chievo,Genoa,0,1,3.1,3.1,2.5,,
Inter,Bologna,2,1,1.5,4.2,7,,
Roma,Benevento,5,2,1.14,8,19,,
Sampdoria,Verona,2,0,1.44,4.5,7.5,,
Sassuolo,Cagliari,0,0,2.1,3.39,3.6,,
Torino,Udinese,2,0,1.85,3.6,4.33,,
Chievo,Cagliari,2,1,2.45,3.2,3.1,,
Genoa,Inter,2,0,3.5,3.1,2.25,,
Udinese,Roma,0,2,4.33,3.6,1.85,,
Atalanta,Fiorentina,1,1,2.29,3.29,3.1,,
Benevento,Crotone,3,2,2.54,3.2,2.89,,
Bologna,Sassuolo,2,1,2.54,3.2,2.87,,
Milan,Sampdoria,1,0,1.72,4,4.5,,
Napoli,Spal,1,0,1.14,8,23,,
Torino,Juventus,0,1,4.75,3.75,1.75,,
Lazio,Verona,2,0,1.16,7.5,17,,
Bologna,Genoa,2,0,2.89,3,2.7,,
Inter,Benevento,2,0,1.25,6,11,,
Crotone,Spal,2,3,2.29,3.1,3.39,,
Fiorentina,Chievo,1,0,1.5,4.2,7,,
Roma,Milan,0,2,1.95,3.6,3.79,,
Sampdoria,Udinese,2,1,1.9,3.5,4.2,,
Sassuolo,Lazio,0,3,4,3.6,1.9,,
Verona,Torino,2,1,5.25,3.79,1.66,,
Cagliari,Napoli,0,5,10,5,1.33,,
Lazio,Juventus,0,1,3.5,3.29,2.2,,
Napoli,Roma,2,4,1.57,4,6,,
Spal,Bologna,1,0,2.39,3.2,3.2,,
Roma,Torino,3,0,1.61,4.2,5.25,,
Verona,Chievo,1,0,3.39,3.29,2.2,,
Bologna,Atalanta,0,1,4.2,3.39,1.95,,
Cagliari,Lazio,2,2,5.25,3.75,1.66,,
Crotone,Sampdoria,4,1,3.25,3.25,2.29,,
Fiorentina,Benevento,1,0,1.36,5,8.5,,
Genoa,Milan,0,1,3.39,3,2.39,,
Inter,Napoli,0,0,4,3.39,1.95,,
Juventus,Udinese,2,0,1.22,6.5,13,,
Sassuolo,Spal,1,1,2,3.2,4,,
Juventus,Atalanta,2,0,1.39,4.5,8.5,,
Spal,Juventus,0,0,13,5,1.3,,
Udinese,Sassuolo,1,2,2.1,3.29,3.75,,
Benevento,Cagliari,1,2,2.39,3.39,2.89,,
Crotone,Roma,0,2,6,4.33,1.53,,
Lazio,Bologna,1,1,1.33,4.75,9.5,,
Milan,Chievo,3,2,1.36,4.75,9.5,,
Napoli,Genoa,1,0,1.19,6.5,13,,
Sampdoria,Inter,0,5,3.75,3.5,2,,
Torino,Fiorentina,1,2,2.25,3.39,3.1,,
Verona,Atalanta,0,5,7.5,4,1.5,,
Atalanta,Udinese,2,0,1.44,4.2,7.5,,
Bologna,Roma,1,1,4.75,3.75,1.7,,
Cagliari,Torino,0,4,3,3.39,2.29,,
Chievo,Sampdoria,2,1,2.29,3.29,3.1,,
Fiorentina,Crotone,2,0,1.44,4.5,6.5,,
Genoa,Spal,1,1,1.95,3.29,4,,
Inter,Verona,3,0,1.14,7.5,17,,
Juventus,Milan,3,1,1.66,3.6,5.5,,
Lazio,Benevento,6,2,1.16,7,15,,
Sassuolo,Napoli,1,1,8.5,4.75,1.36,,
Atalanta,Sampdoria,1,2,1.44,4.5,7.5,,
Genoa,Cagliari,2,1,1.8,3.39,5,,
Udinese,Fiorentina,0,2,3.39,3.29,2.2,,
Benevento,Verona,3,0,1.8,3.79,4.33,,
Chievo,Sassuolo,1,1,2.7,3,2.87,,
Milan,Inter,0,0,2.75,3.2,2.7,,
Torino,Crotone,4,1,1.53,4,7,,
Benevento,Juventus,2,4,17,6,1.22,,
Roma,Fiorentina,0,2,1.75,3.79,4.5,,
Sampdoria,Genoa,0,0,2.7,3.2,2.7,,
Spal,Atalanta,1,1,4.5,3.5,1.85,,
Crotone,Bologna,1,0,2.37,3.1,3.25,,
Milan,Sassuolo,1,1,1.44,4.5,6.5,,
Napoli,Chievo,2,1,1.16,7.5,17,,
Torino,Inter,1,0,3.6,3.39,2.1,,
Udinese,Lazio,1,2,4.2,3.75,1.83,,
Verona,Cagliari,1,0,3.39,3.29,2.2,,
Atalanta,Inter,0,0,2.7,3.29,2.62,,
Cagliari,Udinese,2,1,2.39,3.2,3.1,,
Chievo,Torino,0,0,3.29,3.29,2.25,,
Genoa,Crotone,1,0,1.85,3.39,4.75,,
Bologna,Verona,2,0,1.61,3.75,6,,
Fiorentina,Spal,0,0,1.5,4,7.5,,
Juventus,Sampdoria,3,0,1.19,6.5,15,,
Lazio,Roma,0,0,2.79,3.39,2.5,,
Milan,Napoli,0,0,4.5,3.5,1.85,,
Sassuolo,Benevento,2,2,1.66,3.79,5.25,,
Inter,Cagliari,4,0,1.19,7,15,,
Benevento,Atalanta,0,3,5.75,4,1.61,,
Crotone,Juventus,1,1,10,5,1.33,,
Fiorentina,Lazio,3,4,2.79,3.5,2.5,,
Napoli,Udinese,4,2,1.18,7,17,,
Roma,Genoa,2,1,1.44,4.5,7.5,,
Sampdoria,Bologna,1,0,1.85,3.6,4.33,,
Spal,Chievo,0,0,2.2,3.1,3.7,,
Torino,Milan,1,1,3.1,3.29,2.37,,
Verona,Sassuolo,0,1,4.33,3.39,1.9,,
Milan,Benevento,0,1,1.19,6.5,15,,
Sassuolo,Fiorentina,1,0,3.25,3.29,2.29,,
Spal,Roma,0,3,4.75,3.5,1.8,,
Atalanta,Torino,2,1,1.57,4,6,,
Cagliari,Bologna,0,0,2,3.39,3.89,,
Chievo,Inter,1,2,7.5,3.79,1.53,,
Juventus,Napoli,0,1,2.1,3.25,3.75,,
Lazio,Sampdoria,4,0,1.3,6,9,,
Udinese,Crotone,1,2,1.9,3.39,4.33,,
Genoa,Verona,3,1,1.44,4.2,8.5,,
Inter,Juventus,2,3,3.25,3.25,2.29,,
Roma,Chievo,4,1,1.36,4.75,10,,
Atalanta,Genoa,3,1,1.33,5,10,,
Benevento,Udinese,3,3,3.6,3.5,2.04,,
Bologna,Milan,1,2,5,3.75,1.72,,
Crotone,Sassuolo,4,1,2.2,3.25,3.5,,
Fiorentina,Napoli,3,0,6.5,4.33,1.5,,
Sampdoria,Cagliari,4,1,1.85,3.6,4.2,,
Torino,Lazio,0,1,5.25,4,1.64,,
Verona,Spal,1,3,3.29,3.2,2.29,,
Juventus,Bologna,3,1,1.14,8.5,19,,
Milan,Verona,4,1,1.16,7.5,17,,
Cagliari,Roma,0,1,9,4.5,1.39,,
Chievo,Crotone,2,1,2.29,3.2,3.25,,
Genoa,Fiorentina,2,3,4,3.39,2,,
Lazio,Atalanta,1,1,2.04,3.6,3.5,,
Napoli,Torino,2,2,1.22,6.5,13,,
Sassuolo,Sampdoria,1,0,2.29,3.25,3.25,,
Spal,Benevento,2,0,1.5,4.33,6.5,,
Udinese,Inter,0,4,6,4,1.55,,
Benevento,Genoa,1,0,2.62,3.5,2.62,,
Inter,Sassuolo,1,2,1.16,8,15,,
Atalanta,Milan,1,1,1.9,3.6,4,,
Bologna,Chievo,1,2,3.1,3,2.54,,
Crotone,Lazio,2,2,4,3.5,1.95,,
Fiorentina,Cagliari,0,1,1.5,4.33,6.5,,
Roma,Juventus,0,0,2.37,3,3.39,,
Sampdoria,Napoli,0,2,5.25,4.2,1.61,,
Torino,Spal,2,1,2.29,3.29,3.2,,
Verona,Udinese,0,1,6.5,4.33,1.5,,
Juventus,Verona,2,1,1.1,11,21,,
Cagliari,Atalanta,1,0,3.1,3.6,2.25,,
Chievo,Benevento,1,0,1.53,4.5,5.75,,
Genoa,Torino,1,2,2.62,3.5,2.62,,
Lazio,Inter,2,3,2.4,3.5,2.9,,
Milan,Fiorentina,5,1,1.83,3.8,4.2,,
Napoli,Crotone,2,1,1.5,4.75,5.75,,
Sassuolo,Roma,0,1,4,3.8,1.85,,
Spal,Sampdoria,3,1,1.61,4,5.5,,
Udinese,Bologna,1,0,1.53,4.33,6,,
Monaco,Toulouse,3,2,1.3,5.5,10,,
Lyon,Strasbourg,4,0,1.36,5,8.5,,
Metz,Guingamp,1,3,2.8,3.2,2.63,,
Montpellier,Caen,1,0,1.91,3.5,4.2,,
Paris SG,Amiens,2,0,1.11,9,25,,
St Etienne,Nice,1,0,2.2,3.2,3.5,,
Troyes,Rennes,1,1,2.6,3.1,2.9,,
Angers,Bordeaux,2,2,2.5,3.1,3.1,,
Lille,Nantes,3,0,2,3.2,4.1,,
Marseille,Dijon,3,0,1.4,4.75,8,,
Nice,Troyes,1,2,1.53,4,7,,
Rennes,Lyon,1,2,3.6,3.5,2,,
Amiens,Angers,0,2,2.9,3.1,2.63,,
Bordeaux,Metz,2,0,1.44,4.2,8.5,,
Caen,St Etienne,0,1,3,3.1,2.5,,
Nantes,Marseille,0,1,3.5,3.4,2.15,,
Toulouse,Montpellier,1,0,2.2,3.2,3.5,,
Dijon,Monaco,1,4,7,4.2,1.5,,
Guingamp,Paris SG,0,3,15,6,1.22,,
Strasbourg,Lille,3,0,3.75,3.3,2.1,,
Metz,Monaco,0,1,10,5,1.3,,
Lyon,Bordeaux,3,3,1.57,4.33,5.5,,
Montpellier,Strasbourg,1,1,1.85,3.5,4.5,,
Nice,Guingamp,2,0,2,3.3,4,,
Rennes,Dijon,2,2,1.6,3.9,6,,
St Etienne,Amiens,3,0,1.53,4,7,,
Troyes,Nantes,0,1,2.5,3.1,3.1,,
Lille,Caen,0,2,1.6,3.8,6,,
Marseille,Angers,1,1,1.6,3.9,5.75,,
Paris SG,Toulouse,6,2,1.08,11,34,,
Paris SG,St Etienne,3,0,1.08,11,29,,
Amiens,Nice,3,0,3.3,3.2,2.3,,
Bordeaux,Troyes,2,1,1.44,4.5,7.5,,
Caen,Metz,1,0,1.85,3.4,4.75,,
Dijon,Montpellier,2,1,2.55,3.2,2.88,,
Nantes,Lyon,0,0,3.6,3.4,2.1,,
Toulouse,Rennes,3,2,2.3,3.1,3.4,,
Angers,Lille,1,1,2.25,3.1,3.5,,
Guingamp,Strasbourg,2,0,1.91,3.4,4.33,,
Monaco,Marseille,6,1,1.62,4,5.5,,
Lille,Bordeaux,0,0,3,3.3,2.45,,
Metz,Paris SG,1,5,19,10,1.13,,
Caen,Dijon,2,1,2.05,3.2,4,,
Montpellier,Nantes,0,1,2.15,3.2,3.8,,
Nice,Monaco,4,0,4.75,3.6,1.8,,
Strasbourg,Amiens,0,1,2,3.2,4.2,,
Troyes,Toulouse,0,0,2.88,3.2,2.6,,
Lyon,Guingamp,2,1,1.4,4.75,8.5,,
Marseille,Rennes,1,3,1.67,4,5,,
St Etienne,Angers,1,1,2.15,3.2,3.75,,
Toulouse,Bordeaux,0,1,2.9,3.1,2.5,,
Dijon,St Etienne,0,1,3,3.2,2.5,,
Guingamp,Lille,1,0,2.15,3.3,3.5,,
Monaco,Strasbourg,3,0,1.18,7.5,15,,
Nantes,Caen,1,0,1.95,3.25,4.33,,
Troyes,Montpellier,0,1,2.8,3.2,2.7,,
Amiens,Marseille,0,2,4,3.2,2.05,,
Angers,Metz,0,1,1.5,4,7.5,,
Paris SG,Lyon,2,0,1.17,7.5,17,,
Rennes,Nice,0,1,2.3,3.2,3.3,,
Lille,Monaco,0,4,4.75,3.8,1.7,,
Nice,Angers,2,2,1.8,3.5,4.5,,
Bordeaux,Guingamp,3,1,1.73,3.5,5.5,,
Caen,Amiens,1,0,1.85,3.3,4.75,,
Lyon,Dijon,3,3,1.29,5.75,10,,
Metz,Troyes,0,1,2,3.3,4,,
Montpellier,Paris SG,0,0,17,7.5,1.17,,
Marseille,Toulouse,2,0,1.53,4.2,6.5,,
St Etienne,Rennes,2,2,2.05,3.2,4,,
Strasbourg,Nantes,1,2,2.55,3,3.1,,
Monaco,Montpellier,1,1,1.36,5,8.5,,
Dijon,Strasbourg,1,1,2.05,3.2,4,,
Guingamp,Toulouse,1,1,1.91,3.4,4.33,,
Nantes,Metz,1,0,1.67,3.5,6,,
Paris SG,Bordeaux,6,2,1.14,9,15,,
Rennes,Caen,0,1,1.91,3.25,4.5,,
Angers,Lyon,3,3,3.25,3.25,2.3,,
Nice,Marseille,2,4,2.38,3.4,3,,
Troyes,St Etienne,2,1,3.3,3.2,2.3,,
Lyon,Monaco,3,2,2.1,3.75,3.3,,
Caen,Angers,0,2,2.5,3.1,3.1,,
Dijon,Paris SG,1,2,21,9,1.13,,
Guingamp,Rennes,2,0,2.15,3.3,3.5,,
Lille,Troyes,2,2,1.55,3.8,6.5,,
St Etienne,Metz,3,1,1.53,4,7,,
Toulouse,Amiens,1,0,1.73,3.5,5,,
Bordeaux,Nantes,1,1,1.67,3.5,6,,
Montpellier,Nice,2,0,2.4,3.2,3.1,,
Strasbourg,Marseille,3,3,4.2,3.4,1.91,,
St Etienne,Montpellier,0,1,2.14,3.25,3.6,,
Amiens,Bordeaux,1,0,5.5,3.79,1.64,,
Angers,Toulouse,0,1,2,3.39,4,,
Metz,Dijon,1,2,2.75,3.29,2.62,,
Monaco,Caen,2,0,1.33,5,10,,
Nantes,Guingamp,2,1,2.1,3.29,3.75,,
Rennes,Lille,1,0,2.14,3.29,3.5,,
Marseille,Paris SG,2,2,6.5,5,1.44,,
Nice,Strasbourg,1,2,1.57,4,6,,
Troyes,Lyon,0,5,5,4,1.66,,
Paris SG,Nice,3,0,1.14,9,17,,
Bordeaux,Monaco,0,2,2.5,3.39,2.79,,
Caen,Troyes,1,0,1.66,3.6,5.75,,
Dijon,Nantes,1,0,2.6,3.1,2.89,,
Guingamp,Amiens,1,1,1.66,3.5,6,,
Montpellier,Rennes,0,1,2.04,3.1,4.09,,
Strasbourg,Angers,2,2,2.7,3.1,2.79,,
Lille,Marseille,0,1,3.39,3.25,2.25,,
Lyon,Metz,2,0,1.18,7.5,15,,
Toulouse,St Etienne,0,0,2.2,3.1,3.6,,
Rennes,Bordeaux,1,0,3.25,3.25,2.29,,
Angers,Paris SG,0,5,15,7,1.19,,
Monaco,Guingamp,6,0,1.44,4.75,7,,
Montpellier,Amiens,1,1,1.75,3.39,5.5,,
Nantes,Toulouse,2,1,2,3.1,4.33,,
Troyes,Strasbourg,3,0,2.75,3.29,2.62,,
Marseille,Caen,5,0,1.53,4,7,,
Metz,Lille,0,3,3.29,3.2,2.29,,
Nice,Dijon,1,0,1.72,3.6,5.25,,
St Etienne,Lyon,0,5,4.2,3.39,1.95,,
Amiens,Monaco,1,1,5.25,3.79,1.66,,
Lille,St Etienne,3,1,2.1,3.25,3.75,,
Dijon,Troyes,3,1,1.9,3.39,4.33,,
Guingamp,Angers,1,1,2.29,3.2,3.29,,
Paris SG,Nantes,4,1,1.11,10,21,,
Strasbourg,Rennes,2,1,2.29,3.2,3.29,,
Toulouse,Metz,0,0,1.72,3.6,5.25,,
Bordeaux,Marseille,1,1,2.29,3.39,3.1,,
Caen,Nice,1,1,2.6,3.1,2.89,,
Lyon,Montpellier,0,0,1.39,4.5,9,,
Amiens,Lille,3,0,2.7,3.1,2.7,,
St Etienne,Strasbourg,2,2,2,3.5,3.75,,
Caen,Bordeaux,1,0,3.39,3.1,2.29,,
Dijon,Toulouse,3,1,2.25,3.2,3.39,,
Metz,Amiens,0,2,2.37,3.2,3.2,,
Montpellier,Lille,3,0,2.14,3.2,3.7,,
Rennes,Nantes,2,1,2.39,3.1,3.2,,
Troyes,Angers,3,0,3.2,3.2,2.37,,
Marseille,Guingamp,1,0,1.5,4.33,6.5,,
Monaco,Paris SG,1,2,5.25,4.75,1.53,,
Nice,Lyon,0,5,3.29,3.39,2.2,,
Amiens,Dijon,2,1,2.37,3.1,3.25,,
Bordeaux,St Etienne,3,0,1.83,3.39,4.75,,
Strasbourg,Caen,0,0,1.95,3.25,4.2,,
Angers,Rennes,1,2,2.1,3.2,3.79,,
Guingamp,Montpellier,0,0,2.39,3.1,3.25,,
Lyon,Lille,1,2,1.33,5,10,,
Metz,Marseille,0,3,6.5,4.33,1.5,,
Nantes,Monaco,1,0,3.75,3.39,2.04,,
Paris SG,Troyes,2,0,1.04,17,34,,
Toulouse,Nice,1,2,2.62,3,2.89,,
Dijon,Bordeaux,3,2,3.1,3.1,2.5,,
Lille,Toulouse,1,0,2.04,3.29,3.89,,
Monaco,Angers,1,0,1.39,4.75,8,,
Nice,Metz,3,1,1.44,4,8.5,,
Rennes,Amiens,2,0,2,3,4.75,,
Strasbourg,Paris SG,2,1,15,8,1.16,,
Troyes,Guingamp,0,1,2.62,3.1,2.89,,
Caen,Lyon,1,2,4.33,3.6,1.85,,
Montpellier,Marseille,1,1,3.39,3.29,2.2,,
St Etienne,Nantes,1,1,2.29,3,3.6,,
Bordeaux,Strasbourg,0,3,1.64,3.75,5.75,,
Angers,Montpellier,1,1,2.39,3.1,3.25,,
Guingamp,Dijon,4,0,2.1,3.29,3.75,,
Metz,Rennes,1,1,3.7,3,2.25,,
Monaco,Troyes,3,2,1.3,5.5,10,,
Paris SG,Lille,3,1,1.12,9,21,,
Toulouse,Caen,2,0,2.25,2.89,3.79,,
Amiens,Lyon,1,2,5.5,4,1.61,,
Marseille,St Etienne,3,0,1.5,4.2,7,,
Nantes,Nice,1,2,2.1,3.1,3.89,,
St Etienne,Monaco,0,4,4.75,3.75,1.75,,
Caen,Guingamp,0,0,2.14,3.25,3.6,,
Dijon,Lille,3,0,2.25,3.2,3.39,,
Montpellier,Metz,1,3,1.44,4.2,8,,
Rennes,Paris SG,1,4,11,7,1.22,,
Strasbourg,Toulouse,2,1,2.1,3.2,3.7,,
Troyes,Amiens,1,0,2.29,3.1,3.39,,
Lyon,Marseille,2,0,2.04,3.6,3.5,,
Nantes,Angers,1,0,2.04,3.2,4,,
Nice,Bordeaux,1,0,2.29,3.25,3.2,,
Amiens,Nantes,0,1,2.79,3.1,2.7,,
Angers,Dijon,2,1,2.14,3.25,3.6,,
Bordeaux,Montpellier,0,2,2.1,3.2,3.79,,
Guingamp,St Etienne,2,1,1.9,3.25,4.5,,
Lille,Nice,1,1,2.54,3.2,2.89,,
Marseille,Troyes,3,1,1.3,5.5,10,,
Metz,Strasbourg,3,0,3,3.29,2.45,,
Monaco,Rennes,2,1,1.39,4.75,8,,
Paris SG,Caen,3,1,1.07,12,29,,
Toulouse,Lyon,1,2,4.33,3.79,1.8,,
Strasbourg,Guingamp,0,2,2.5,3.25,2.87,,
Caen,Lille,0,1,2.6,2.89,3.1,,
Dijon,Metz,1,1,1.85,3.5,4.33,,
Montpellier,Monaco,0,0,3.5,3.25,2.2,,
Nice,Amiens,1,0,1.6,3.6,6.5,,
Rennes,Marseille,0,3,4,3.29,2,,
Troyes,Bordeaux,0,1,3.25,3.1,2.37,,
Lyon,Angers,1,1,1.44,4.5,7.5,,
Nantes,Paris SG,0,1,12,6,1.25,,
St Etienne,Toulouse,2,0,2.1,3,4,,
Bordeaux,Caen,0,2,1.8,3.39,5,,
Marseille,Strasbourg,2,0,1.28,5.5,11,,
Monaco,Nice,2,2,1.7,3.79,5,,
Amiens,Montpellier,1,1,3.75,3,2.25,,
Angers,Troyes,3,1,1.8,3.5,4.75,,
Guingamp,Lyon,0,2,3.39,3.29,2.2,,
Lille,Rennes,1,2,2.14,3.29,3.6,,
Metz,St Etienne,3,0,2.5,3.2,3,,
Paris SG,Dijon,8,0,1.07,13,25,,
Toulouse,Nantes,1,1,2.6,3,3,,
Caen,Marseille,0,2,4.75,3.6,1.75,,
Amiens,Guingamp,3,1,3.1,3.1,2.45,,
Montpellier,Toulouse,2,1,1.72,3.39,5.75,,
Nantes,Bordeaux,0,1,1.9,3.29,4.5,,
Rennes,Angers,1,0,2.1,3.1,3.89,,
Strasbourg,Dijon,3,2,2,3.29,4,,
Troyes,Lille,1,0,2.7,3,2.89,,
Lyon,Paris SG,2,1,7.5,5,1.39,,
Monaco,Metz,3,1,1.33,5.25,8.5,,
Nice,St Etienne,1,0,1.57,3.79,6.5,,
Dijon,Rennes,2,1,2.54,3.39,2.75,,
Angers,Amiens,1,0,1.85,3.29,4.75,,
Guingamp,Nantes,0,3,2.39,3.1,3.25,,
Metz,Nice,2,1,3.39,3.25,2.25,,
Paris SG,Montpellier,4,0,1.14,8.5,17,,
St Etienne,Caen,2,1,2.04,3.29,3.79,,
Toulouse,Troyes,1,0,2,3.2,4.2,,
Bordeaux,Lyon,3,1,3.6,3.5,2.04,,
Lille,Strasbourg,2,1,2.14,3.29,3.5,,
Marseille,Monaco,2,2,1.95,3.6,3.79,,
Marseille,Metz,6,3,1.25,6,12,,
Amiens,St Etienne,0,2,2.5,3.1,3.1,,
Lille,Paris SG,0,3,17,7.5,1.16,,
Montpellier,Angers,2,1,2,3.1,4.33,,
Nice,Toulouse,0,1,1.95,3.39,4.2,,
Strasbourg,Bordeaux,0,2,3.2,3,2.5,,
Caen,Nantes,3,2,2.79,2.89,2.87,,
Monaco,Lyon,3,2,2.29,3.5,3,,
Rennes,Guingamp,0,1,2,3.29,4,,
St Etienne,Marseille,2,2,4.33,3.6,1.85,,
Angers,Monaco,0,4,3.2,3.29,2.29,,
Bordeaux,Amiens,3,2,1.5,4,7.5,,
Dijon,Nice,3,2,2.7,3.29,2.62,,
Guingamp,Caen,0,0,2.1,3.29,3.75,,
Metz,Montpellier,0,1,3.29,3.1,2.37,,
Toulouse,Paris SG,0,1,17,7,1.18,,
Lyon,Rennes,0,2,1.5,4.33,6.5,,
Nantes,Lille,2,2,1.85,3.39,4.75,,
Strasbourg,Troyes,2,1,1.95,3.39,4.2,,
Monaco,Dijon,4,0,1.28,5.75,10,,
Amiens,Toulouse,0,0,2.7,3,2.87,,
Angers,St Etienne,0,1,2.5,3.2,3,,
Caen,Rennes,2,2,2.45,3.1,3.1,,
Montpellier,Guingamp,1,1,1.8,3.39,5,,
Paris SG,Strasbourg,5,2,1.08,11,34,,
Troyes,Metz,1,0,2.2,3.2,3.5,,
Lille,Lyon,2,2,4,3.5,1.95,,
Marseille,Bordeaux,1,0,1.61,4,5.5,,
Nice,Nantes,1,1,2.25,3.1,3.5,,
Troyes,Dijon,0,0,2.39,3.29,3,,
Strasbourg,Montpellier,0,0,3.2,3,2.39,,
Dijon,Caen,2,0,2.2,3.29,3.39,,
Guingamp,Metz,2,2,2,3.5,3.79,,
Lille,Angers,1,2,2.2,3.2,3.5,,
Nantes,Amiens,0,1,1.66,3.6,5.75,,
Rennes,Troyes,2,0,1.72,3.6,5.25,,
Toulouse,Monaco,3,3,4.33,3.5,1.85,,
Bordeaux,Nice,0,0,2.1,3.29,3.7,,
Lyon,St Etienne,1,1,1.44,4.5,7,,
Paris SG,Marseille,3,0,1.25,6.5,10,,
Monaco,Bordeaux,2,1,1.61,4,5.75,,
Nice,Lille,2,1,1.72,3.5,5.5,,
Amiens,Rennes,0,2,3.25,3.1,2.39,,
Angers,Guingamp,3,0,2.04,3.2,4,,
Metz,Toulouse,1,1,2.62,3.1,2.87,,
St Etienne,Dijon,2,2,1.72,3.6,5.25,,
Troyes,Paris SG,0,2,9.5,5.75,1.28,,
Caen,Strasbourg,2,0,2.14,3.29,3.6,,
Marseille,Nantes,1,1,1.53,4,7,,
Montpellier,Lyon,1,1,2.89,3.2,2.54,,
Strasbourg,Monaco,1,3,5.5,3.75,1.66,,
Bordeaux,Angers,0,0,1.85,3.39,4.75,,
Dijon,Amiens,1,1,1.85,3.39,4.75,,
Lille,Montpellier,1,1,3.1,3,2.54,,
Nantes,Troyes,1,0,1.66,3.5,6,,
Paris SG,Metz,5,0,1.08,12,23,,
Rennes,St Etienne,1,1,2.25,3.2,3.39,,
Guingamp,Nice,2,5,2.79,3.1,2.7,,
Lyon,Caen,1,0,1.44,4.75,7,,
Toulouse,Marseille,1,2,4,3.29,2,,
Paris SG,Angers,2,1,1.07,13,25,,
Monaco,Lille,2,1,1.28,5.75,10,,
Amiens,Troyes,1,1,2.14,3.2,3.75,,
Angers,Caen,3,0,1.85,3.2,4.75,,
Bordeaux,Rennes,0,2,2,3.2,4.2,,
Montpellier,Dijon,2,2,1.61,3.6,6.5,,
Toulouse,Strasbourg,2,2,2.04,3.2,4,,
Marseille,Lyon,2,3,2,3.6,3.75,,
Metz,Nantes,1,1,3.6,3,2.25,,
Nice,Paris SG,1,2,10,5.25,1.33,,
St Etienne,Guingamp,2,0,1.72,3.5,5.5,,
Dijon,Marseille,1,3,4.75,3.79,1.7,,
Caen,Montpellier,1,3,2.89,3.1,2.5,,
Guingamp,Bordeaux,2,1,2.87,3.2,2.5,,
Lille,Amiens,0,1,2.04,3.29,3.6,,
Lyon,Toulouse,2,0,1.36,4.59,9,,
Nantes,St Etienne,0,3,2.25,3.1,3.39,,
Strasbourg,Metz,2,2,1.85,3.5,4.2,,
Troyes,Nice,0,2,3.29,3.25,2.2,,
Rennes,Monaco,1,1,3.39,3.39,2.14,,
St Etienne,Paris SG,1,1,9,5.5,1.33,,
Amiens,Caen,3,0,2.37,3,3.39,,
Angers,Strasbourg,1,1,1.85,3.6,4.33,,
Bordeaux,Lille,2,1,1.72,3.5,5.5,,
Guingamp,Troyes,4,0,1.85,3.5,4.5,,
Monaco,Nantes,2,1,1.5,4.33,6.5,,
Toulouse,Dijon,0,1,1.9,3.39,4.33,,
Marseille,Montpellier,0,0,1.6,4,5.75,,
Metz,Lyon,0,5,6.5,4.33,1.5,,
Nice,Rennes,1,1,1.9,3.39,4.33,,
Angers,Nice,1,1,2.39,3.2,3.1,,
Lille,Guingamp,2,2,2.37,3.29,3.1,,
Lyon,Amiens,3,0,1.22,6.5,13,,
Nantes,Dijon,1,1,1.7,3.6,5.5,,
Rennes,Metz,1,2,1.44,4.5,7.5,,
Strasbourg,St Etienne,0,1,3.2,3.29,2.29,,
Montpellier,Bordeaux,1,3,2.04,3.29,3.79,,
Paris SG,Monaco,7,1,1.28,5.75,10,,
Troyes,Marseille,2,3,5.5,4,1.61,,
Dijon,Lyon,2,5,7.5,5,1.39,,
Nantes,Rennes,1,1,2.25,3.2,3.39,,
